Time	UTC	GPS_lat(deg)	GPS_long(deg)
403.965	15:51:55.965	43.462229950	1.272889989
404.215	15:51:56.215	43.462229950	1.272889989
404.465	15:51:56.465	43.462229950	1.272889989
404.715	15:51:56.715	43.462229950	1.272889989
404.965	15:51:56.965	43.462229950	1.272889989
405.215	15:51:57.215	43.462229950	1.272889989
405.465	15:51:57.465	43.462229950	1.272889989
405.715	15:51:57.715	43.462229950	1.272889989
405.965	15:51:57.965	43.462229950	1.272889989
406.215	15:51:58.215	43.462229950	1.272889989
406.465	15:51:58.465	43.462229950	1.272889989
406.715	15:51:58.715	43.462229950	1.272889989
406.965	15:51:58.965	43.462229950	1.272889989
407.215	15:51:59.215	43.462229950	1.272889989
407.465	15:51:59.465	43.462229950	1.272889989
407.715	15:51:59.715	43.462229950	1.272889989
407.965	15:51:59.965	43.462229950	1.272889989
408.215	15:52:0.215	43.462229950	1.272889989
408.465	15:52:0.465	43.462229950	1.272889989
408.715	15:52:0.715	43.462229950	1.272889989
408.965	15:52:0.965	43.462229950	1.272889989
409.215	15:52:1.215	43.462229950	1.272889989
409.465	15:52:1.465	43.462229950	1.272889989
409.715	15:52:1.715	43.462229950	1.272889989
409.965	15:52:1.965	43.462229950	1.272889989
410.215	15:52:2.215	43.462229950	1.272889989
410.465	15:52:2.465	43.462229950	1.272889989
410.715	15:52:2.715	43.462229950	1.272889989
410.965	15:52:2.965	43.462229950	1.272889989
411.215	15:52:3.215	43.462229950	1.272889989
411.465	15:52:3.465	43.462229950	1.272889989
411.715	15:52:3.715	43.462229950	1.272889989
411.965	15:52:3.965	43.462229950	1.272889989
412.215	15:52:4.215	43.462229950	1.272889989
412.465	15:52:4.465	43.462229950	1.272889989
412.715	15:52:4.715	43.462229950	1.272889989
412.965	15:52:4.965	43.462229950	1.272889989
413.215	15:52:5.215	43.462229950	1.272889989
413.465	15:52:5.465	43.462229950	1.272889989
413.715	15:52:5.715	43.462229950	1.272889989
413.965	15:52:5.965	43.462229950	1.272889989
414.215	15:52:6.215	43.462229950	1.272889989
414.465	15:52:6.465	43.462229950	1.272889989
414.715	15:52:6.715	43.462229950	1.272889989
414.965	15:52:6.965	43.462229950	1.272889989
415.215	15:52:7.215	43.462229950	1.272889989
415.465	15:52:7.465	43.462229950	1.272889989
415.715	15:52:7.715	43.462229950	1.272889989
415.965	15:52:7.965	43.462229950	1.272889989
416.215	15:52:8.215	43.462229950	1.272889989
416.465	15:52:8.465	43.462229950	1.272889989
416.715	15:52:8.715	43.462229950	1.272889989
416.965	15:52:8.965	43.462229950	1.272889989
417.215	15:52:9.215	43.462229950	1.272889989
417.465	15:52:9.465	43.462229950	1.272889989
417.715	15:52:9.715	43.462229950	1.272889989
417.965	15:52:9.965	43.462229950	1.272889989
418.215	15:52:10.215	43.462229950	1.272889989
418.465	15:52:10.465	43.462229950	1.272889989
418.715	15:52:10.715	43.462229950	1.272889989
418.965	15:52:10.965	43.462229950	1.272889989
419.215	15:52:11.215	43.462229950	1.272889989
419.465	15:52:11.465	43.462229950	1.272889989
419.715	15:52:11.715	43.462229950	1.272889989
419.965	15:52:11.965	43.462229950	1.272889989
420.215	15:52:12.215	43.462229950	1.272889989
420.465	15:52:12.465	43.462229950	1.272889989
420.715	15:52:12.715	43.462229950	1.272889989
420.965	15:52:12.965	43.462229950	1.272889989
421.215	15:52:13.215	43.462229950	1.272889989
421.465	15:52:13.465	43.462229950	1.272889989
421.715	15:52:13.715	43.462229950	1.272889989
421.965	15:52:13.965	43.462229950	1.272889989
422.215	15:52:14.215	43.462229950	1.272889989
422.465	15:52:14.465	43.462229950	1.272889989
422.715	15:52:14.715	43.462229950	1.272889989
422.965	15:52:14.965	43.462229950	1.272889989
423.215	15:52:15.215	43.462229950	1.272889989
423.465	15:52:15.465	43.462229950	1.272889989
423.715	15:52:15.715	43.462229950	1.272889989
423.965	15:52:15.965	43.462229950	1.272889989
424.215	15:52:16.215	43.462229950	1.272889989
424.465	15:52:16.465	43.462229950	1.272889989
424.715	15:52:16.715	43.462229950	1.272889989
424.965	15:52:16.965	43.462229950	1.272889989
425.215	15:52:17.215	43.462229950	1.272889989
425.465	15:52:17.465	43.462229950	1.272889989
425.715	15:52:17.715	43.462229950	1.272889989
425.965	15:52:17.965	43.462229950	1.272889989
426.215	15:52:18.215	43.462229950	1.272889989
426.465	15:52:18.465	43.462229950	1.272889989
426.715	15:52:18.715	43.462229950	1.272889989
426.965	15:52:18.965	43.462229950	1.272889989
427.215	15:52:19.215	43.462229950	1.272889989
427.465	15:52:19.465	43.462229950	1.272889989
427.715	15:52:19.715	43.462229950	1.272889989
427.965	15:52:19.965	43.462229950	1.272889989
428.215	15:52:20.215	43.462229950	1.272889989
428.465	15:52:20.465	43.462229950	1.272889989
428.715	15:52:20.715	43.462229950	1.272889989
428.965	15:52:20.965	43.462229950	1.272889989
429.215	15:52:21.215	43.462229950	1.272889989
429.465	15:52:21.465	43.462229950	1.272889989
429.715	15:52:21.715	43.462229950	1.272889989
429.965	15:52:21.965	43.462229950	1.272889989
430.215	15:52:22.215	43.462229950	1.272889989
430.465	15:52:22.465	43.462229950	1.272889989
430.715	15:52:22.715	43.462229950	1.272889989
430.965	15:52:22.965	43.462229950	1.272889989
431.215	15:52:23.215	43.462229950	1.272889989
431.465	15:52:23.465	43.462229950	1.272889989
431.715	15:52:23.715	43.462229950	1.272889989
431.965	15:52:23.965	43.462229950	1.272889989
432.215	15:52:24.215	43.462229950	1.272889989
432.465	15:52:24.465	43.462229950	1.272889989
432.715	15:52:24.715	43.462229950	1.272889989
432.965	15:52:24.965	43.462229950	1.272889989
433.215	15:52:25.215	43.462229950	1.272889989
433.465	15:52:25.465	43.462229950	1.272889989
433.715	15:52:25.715	43.462229950	1.272889989
433.965	15:52:25.965	43.462229950	1.272889989
434.215	15:52:26.215	43.462229950	1.272889989
434.465	15:52:26.465	43.462229950	1.272889989
434.715	15:52:26.715	43.462229950	1.272889989
434.965	15:52:26.965	43.462229950	1.272889989
435.215	15:52:27.215	43.462229950	1.272889989
