Time	UTC	GPS_lat(deg)	GPS_long(deg)	FINKEN_IR_ADC:ir_distance	FINKEN_ACTUATORS_MODEL:thrust	ROTORCRAFT_STATUS:vsupply	ROTORCRAFT_FP:thrust
10.766	16:17:8.905	43.462229950	1.272889989	0.224571	0.239474	126	0
11.016	16:17:9.155	43.462229950	1.272889989	0.224571	0.239474	126	0
11.266	16:17:9.405	43.462229950	1.272889989	0.224571	0.239474	126	0
11.516	16:17:9.655	43.462229950	1.272889989	0.224571	0.239474	126	0
11.766	16:17:9.905	43.462229950	1.272889989	0.224571	0.239474	126	0
12.016	16:17:10.155	43.462229950	1.272889989	0.224952	0.239474	126	0
12.266	16:17:10.405	43.462229950	1.272889989	0.224952	0.239474	126	0
12.516	16:17:10.655	43.462229950	1.272889989	0.224952	0.239474	126	0
12.766	16:17:10.905	43.462229950	1.272889989	0.224952	0.239474	126	0
13.016	16:17:11.155	43.462229950	1.272889989	0.225333	0.239474	126	0
13.266	16:17:11.405	43.462229950	1.272889989	0.225333	0.239474	126	0
13.516	16:17:11.655	43.462229950	1.272889989	0.225333	0.239474	126	0
13.766	16:17:11.905	43.462229950	1.272889989	0.225333	0.239474	126	0
14.016	16:17:12.155	43.462229950	1.272889989	0.224762	0.239474	126	0
14.266	16:17:12.405	43.462229950	1.272889989	0.224762	0.239474	126	0
14.516	16:17:12.655	43.462229950	1.272889989	0.224762	0.239474	126	0
14.766	16:17:12.905	43.462229950	1.272889989	0.224762	0.239474	126	0
15.016	16:17:13.155	43.462229950	1.272889989	0.224762	0.239474	126	0
15.266	16:17:13.405	43.462229950	1.272889989	0.224762	0.239474	126	0
15.516	16:17:13.655	43.462229950	1.272889989	0.224762	0.239474	126	0
15.766	16:17:13.905	43.462229950	1.272889989	0.224762	0.239474	126	0
16.016	16:17:14.155	43.462229950	1.272889989	0.225333	0.239474	126	0
16.266	16:17:14.405	43.462229950	1.272889989	0.225333	0.239474	126	0
16.516	16:17:14.655	43.462229950	1.272889989	0.225333	0.239474	126	0
16.766	16:17:14.905	43.462229950	1.272889989	0.225333	0.239474	126	0
17.016	16:17:15.155	43.462229950	1.272889989	0.224762	0.239474	126	0
17.266	16:17:15.405	43.462229950	1.272889989	0.224762	0.239474	126	0
17.516	16:17:15.655	43.462229950	1.272889989	0.224762	0.239474	126	0
17.766	16:17:15.905	43.462229950	1.272889989	0.224762	0.239474	126	0
18.016	16:17:16.155	43.462229950	1.272889989	0.225143	0.239474	126	0
18.266	16:17:16.405	43.462229950	1.272889989	0.225143	0.239474	126	0
18.516	16:17:16.655	43.462229950	1.272889989	0.225143	0.239474	126	0
18.766	16:17:16.905	43.462229950	1.272889989	0.225143	0.239474	126	0
19.016	16:17:17.155	43.462229950	1.272889989	0.224952	0.239474	126	0
19.266	16:17:17.405	43.462229950	1.272889989	0.224952	0.239474	126	0
19.516	16:17:17.655	43.462229950	1.272889989	0.224952	0.239474	126	0
19.766	16:17:17.905	43.462229950	1.272889989	0.224952	0.239474	126	0
20.016	16:17:18.155	43.462229950	1.272889989	0.224952	0.239474	126	0
20.266	16:17:18.405	43.462229950	1.272889989	0.224952	0.239474	126	0
20.516	16:17:18.655	43.462229950	1.272889989	0.224952	0.239474	126	0
20.766	16:17:18.905	43.462229950	1.272889989	0.224952	0.239474	126	0
21.016	16:17:19.155	43.462229950	1.272889989	0.37619	0.239474	126	0
21.266	16:17:19.405	43.462229950	1.272889989	0.37619	0.239474	126	0
21.516	16:17:19.655	43.462229950	1.272889989	0.37619	0.239474	126	0
21.766	16:17:19.905	43.462229950	1.272889989	0.37619	0.239474	126	0
22.016	16:17:20.155	43.462229950	1.272889989	0.39581	0.239474	126	0
22.266	16:17:20.405	43.462229950	1.272889989	0.39581	0.239474	126	0
22.516	16:17:20.655	43.462229950	1.272889989	0.39581	0.239474	126	0
22.766	16:17:20.905	43.462229950	1.272889989	0.39581	0.239474	126	0
23.016	16:17:21.155	43.462229950	1.272889989	0.379429	0.239474	126	0
23.266	16:17:21.405	43.462229950	1.272889989	0.379429	0.239474	126	0
23.516	16:17:21.655	43.462229950	1.272889989	0.379429	0.239474	126	0
23.766	16:17:21.905	43.462229950	1.272889989	0.379429	0.239474	126	0
24.016	16:17:22.155	43.462229950	1.272889989	0.384952	0.239474	126	0
24.266	16:17:22.405	43.462229950	1.272889989	0.384952	0.239474	126	0
24.516	16:17:22.655	43.462229950	1.272889989	0.384952	0.239474	126	0
24.766	16:17:22.905	43.462229950	1.272889989	0.384952	0.239474	126	0
25.016	16:17:23.155	43.462229950	1.272889989	0.374476	0.239474	126	0
25.266	16:17:23.405	43.462229950	1.272889989	0.374476	0.239474	126	0
25.516	16:17:23.655	43.462229950	1.272889989	0.374476	0.239474	126	0
25.766	16:17:23.905	43.462229950	1.272889989	0.374476	0.239474	126	0
26.016	16:17:24.155	43.462229950	1.272889989	0.390286	0.239474	126	0
26.266	16:17:24.405	43.462229950	1.272889989	0.390286	0.239474	126	0
26.516	16:17:24.655	43.462229950	1.272889989	0.390286	0.239474	126	0
26.766	16:17:24.905	43.462229950	1.272889989	0.390286	0.239474	126	0
27.016	16:17:25.155	43.462229950	1.272889989	0.353143	0.239474	126	0
27.266	16:17:25.405	43.462229950	1.272889989	0.353143	0.239474	126	0
27.516	16:17:25.655	43.462229950	1.272889989	0.353143	0.239474	126	0
27.766	16:17:25.905	43.462229950	1.272889989	0.353143	0.239474	126	0
28.016	16:17:26.155	43.462229950	1.272889989	0.354476	0.239474	126	0
28.266	16:17:26.405	43.462229950	1.272889989	0.354476	0.239474	126	0
28.516	16:17:26.655	43.462229950	1.272889989	0.354476	0.239474	126	0
28.766	16:17:26.905	43.462229950	1.272889989	0.354476	0.239474	126	0
29.016	16:17:27.155	43.462229950	1.272889989	0.358667	0.239474	126	0
29.266	16:17:27.405	43.462229950	1.272889989	0.358667	0.239474	126	0
29.516	16:17:27.655	43.462229950	1.272889989	0.358667	0.239474	126	0
29.766	16:17:27.905	43.462229950	1.272889989	0.358667	0.239474	126	0
30.016	16:17:28.155	43.462229950	1.272889989	0.364	0.239474	126	0
30.266	16:17:28.405	43.462229950	1.272889989	0.364	0.239474	126	0
30.516	16:17:28.655	43.462229950	1.272889989	0.364	0.239474	126	0
30.766	16:17:28.905	43.462229950	1.272889989	0.364	0.239474	126	0
31.016	16:17:29.155	43.462229950	1.272889989	0.2	0.239474	126	0
31.266	16:17:29.405	43.462229950	1.272889989	0.2	0.239474	126	0
31.516	16:17:29.655	43.462229950	1.272889989	0.2	0.239474	126	0
31.766	16:17:29.905	43.462229950	1.272889989	0.2	0.239474	126	0
32.016	16:17:30.155	43.462229950	1.272889989	1.3	0.239474	126	0
32.266	16:17:30.405	43.462229950	1.272889989	1.3	0.239474	126	0
32.516	16:17:30.655	43.462229950	1.272889989	1.3	0.239474	126	0
32.766	16:17:30.905	43.462229950	1.272889989	1.3	0.239474	126	0
33.016	16:17:31.155	43.462229950	1.272889989	1.3	0.239474	126	0
33.266	16:17:31.405	43.462229950	1.272889989	1.3	0.239474	126	0
33.516	16:17:31.655	43.462229950	1.272889989	1.3	0.239474	126	0
33.766	16:17:31.905	43.462229950	1.272889989	1.3	0.239474	126	0
34.016	16:17:32.155	43.462229950	1.272889989	0.748	0.239474	126	0
34.266	16:17:32.405	43.462229950	1.272889989	0.748	0.239474	126	0
34.516	16:17:32.655	43.462229950	1.272889989	0.748	0.239474	126	0
34.766	16:17:32.905	43.462229950	1.272889989	0.748	0.239474	126	0
35.016	16:17:33.155	43.462229950	1.272889989	0.4004	0.239474	126	0
35.266	16:17:33.405	43.462229950	1.272889989	0.4004	0.239474	126	0
35.516	16:17:33.655	43.462229950	1.272889989	0.4004	0.239474	126	0
35.766	16:17:33.905	43.462229950	1.272889989	0.4004	0.239474	126	0
36.016	16:17:34.155	43.462229950	1.272889989	0.242857	0.239474	126	0
36.266	16:17:34.405	43.462229950	1.272889989	0.242857	0.239474	126	0
36.516	16:17:34.655	43.462229950	1.272889989	0.242857	0.239474	126	0
36.766	16:17:34.905	43.462229950	1.272889989	0.242857	0.239474	126	0
37.016	16:17:35.155	43.462229950	1.272889989	0.242857	0.239474	126	0
37.266	16:17:35.405	43.462229950	1.272889989	0.242857	0.239474	126	0
37.516	16:17:35.655	43.462229950	1.272889989	0.242857	0.239474	126	0
37.766	16:17:35.905	43.462229950	1.272889989	0.242857	0.239474	126	0
38.016	16:17:36.155	43.462229950	1.272889989	0.242857	0.239474	126	0
38.266	16:17:36.405	43.462229950	1.272889989	0.242857	0.239474	126	0
38.516	16:17:36.655	43.462229950	1.272889989	0.242857	0.239474	126	0
38.766	16:17:36.905	43.462229950	1.272889989	0.242857	0.239474	126	0
39.016	16:17:37.155	43.462229950	1.272889989	0.243048	0.239474	126	0
39.266	16:17:37.405	43.462229950	1.272889989	0.243048	0.239474	126	0
39.516	16:17:37.655	43.462229950	1.272889989	0.243048	0.239474	126	0
39.766	16:17:37.905	43.462229950	1.272889989	0.243048	0.239474	126	0
40.016	16:17:38.155	43.462229950	1.272889989	0.243048	0.239474	126	0
40.266	16:17:38.405	43.462229950	1.272889989	0.243048	0.239474	126	0
40.516	16:17:38.655	43.462229950	1.272889989	0.243048	0.239474	126	0
40.766	16:17:38.905	43.462229950	1.272889989	0.243048	0.239474	126	0
41.016	16:17:39.155	43.462229950	1.272889989	0.243238	0.239474	126	0
41.266	16:17:39.405	43.462229950	1.272889989	0.243238	0.239474	126	0
41.516	16:17:39.655	43.462229950	1.272889989	0.243238	0.239474	126	0
41.766	16:17:39.905	43.462229950	1.272889989	0.243238	0.239474	126	0
42.016	16:17:40.155	43.462229950	1.272889989	0.243238	0.239474	126	0
42.266	16:17:40.405	43.462229950	1.272889989	0.243238	0.239474	126	0
42.516	16:17:40.655	43.462229950	1.272889989	0.243238	0.239474	126	0
42.766	16:17:40.905	43.462229950	1.272889989	0.243238	0.239474	126	0
43.016	16:17:41.155	43.462229950	1.272889989	0.243429	0.239474	126	0
43.266	16:17:41.405	43.462229950	1.272889989	0.243429	0.239474	126	0
43.516	16:17:41.655	43.462229950	1.272889989	0.243429	0.239474	126	0
43.766	16:17:41.905	43.462229950	1.272889989	0.243429	0.239474	126	0
44.016	16:17:42.155	43.462229950	1.272889989	0.243429	0.239474	126	0
44.266	16:17:42.405	43.462229950	1.272889989	0.243429	0.239474	126	0
44.516	16:17:42.655	43.462229950	1.272889989	0.243429	0.239474	126	0
44.766	16:17:42.905	43.462229950	1.272889989	0.243429	0.239474	126	0
45.016	16:17:43.155	43.462229950	1.272889989	0.244	0.239474	126	0
45.266	16:17:43.405	43.462229950	1.272889989	0.244	0.239474	126	0
45.516	16:17:43.655	43.462229950	1.272889989	0.244	0.239474	126	0
45.766	16:17:43.905	43.462229950	1.272889989	0.244	0.239474	126	0
46.016	16:17:44.155	43.462229950	1.272889989	0.244381	0.239474	126	0
46.266	16:17:44.405	43.462229950	1.272889989	0.244381	0.239474	126	0
46.516	16:17:44.655	43.462229950	1.272889989	0.244381	0.239474	126	0
46.766	16:17:44.905	43.462229950	1.272889989	0.244381	0.239474	126	0
47.016	16:17:45.155	43.462229950	1.272889989	0.243429	0.239474	126	0
47.266	16:17:45.405	43.462229950	1.272889989	0.243429	0.239474	126	0
47.516	16:17:45.655	43.462229950	1.272889989	0.243429	0.239474	126	0
47.766	16:17:45.905	43.462229950	1.272889989	0.243429	0.239474	126	0
48.016	16:17:46.155	43.462229950	1.272889989	0.242857	0.239474	126	0
48.266	16:17:46.405	43.462229950	1.272889989	0.242857	0.239474	126	0
48.516	16:17:46.655	43.462229950	1.272889989	0.242857	0.239474	126	0
48.766	16:17:46.905	43.462229950	1.272889989	0.242857	0.239474	126	0
49.016	16:17:47.155	43.462229950	1.272889989	0.244571	0.239474	126	0
49.266	16:17:47.405	43.462229950	1.272889989	0.244571	0.239474	126	0
49.516	16:17:47.655	43.462229950	1.272889989	0.244571	0.239474	126	0
49.766	16:17:47.905	43.462229950	1.272889989	0.244571	0.239474	126	0
50.016	16:17:48.155	43.462229950	1.272889989	0.24381	0.239474	126	0
50.266	16:17:48.405	43.462229950	1.272889989	0.24381	0.239474	126	0
50.516	16:17:48.655	43.462229950	1.272889989	0.24381	0.239474	126	0
50.766	16:17:48.905	43.462229950	1.272889989	0.24381	0.239474	126	0
51.016	16:17:49.155	43.462229950	1.272889989	0.24419	0.239474	126	0
51.266	16:17:49.405	43.462229950	1.272889989	0.24419	0.239474	126	0
51.516	16:17:49.655	43.462229950	1.272889989	0.24419	0.239474	126	0
51.766	16:17:49.905	43.462229950	1.272889989	0.24419	0.239474	126	0
52.016	16:17:50.155	43.462229950	1.272889989	0.244	0.239474	126	0
52.266	16:17:50.405	43.462229950	1.272889989	0.244	0.239474	126	0
52.516	16:17:50.655	43.462229950	1.272889989	0.244	0.239474	126	0
52.766	16:17:50.905	43.462229950	1.272889989	0.244	0.239474	126	0
53.016	16:17:51.155	43.462229950	1.272889989	0.244	0.239474	126	0
53.266	16:17:51.405	43.462229950	1.272889989	0.244	0.239474	126	0
53.516	16:17:51.655	43.462229950	1.272889989	0.244	0.239474	126	0
53.766	16:17:51.905	43.462229950	1.272889989	0.244	0.239474	126	0
54.016	16:17:52.155	43.462229950	1.272889989	0.244571	0.239474	126	0
54.266	16:17:52.405	43.462229950	1.272889989	0.244571	0.239474	126	0
54.516	16:17:52.655	43.462229950	1.272889989	0.244571	0.239474	126	0
54.766	16:17:52.905	43.462229950	1.272889989	0.244571	0.239474	126	0
55.016	16:17:53.155	43.462229950	1.272889989	0.24381	0.239474	126	0
55.266	16:17:53.405	43.462229950	1.272889989	0.24381	0.239474	126	0
55.516	16:17:53.655	43.462229950	1.272889989	0.24381	0.239474	126	0
55.766	16:17:53.905	43.462229950	1.272889989	0.24381	0.239474	126	0
56.016	16:17:54.155	43.462229950	1.272889989	0.244	0.239474	126	0
56.266	16:17:54.405	43.462229950	1.272889989	0.244	0.239474	126	0
56.516	16:17:54.655	43.462229950	1.272889989	0.244	0.239474	126	0
56.766	16:17:54.905	43.462229950	1.272889989	0.244	0.239474	125	0
57.016	16:17:55.155	43.462229950	1.272889989	0.242857	0.239474	125	0
57.266	16:17:55.405	43.462229950	1.272889989	0.242857	0.239474	125	0
57.516	16:17:55.655	43.462229950	1.272889989	0.242857	0.239474	125	0
57.766	16:17:55.905	43.462229950	1.272889989	0.242857	0.239474	125	0
58.016	16:17:56.155	43.462229950	1.272889989	0.242857	0.239474	125	0
58.266	16:17:56.405	43.462229950	1.272889989	0.242857	0.239474	125	0
58.516	16:17:56.655	43.462229950	1.272889989	0.242857	0.242105	125	0
58.766	16:17:56.905	43.462229950	1.272889989	0.242857	0.242105	125	0
59.016	16:17:57.155	43.462229950	1.272889989	0.243048	0.242105	125	0
59.266	16:17:57.405	43.462229950	1.272889989	0.243048	0.242105	125	0
59.516	16:17:57.655	43.462229950	1.272889989	0.243048	0.242105	125	0
59.766	16:17:57.905	43.462229950	1.272889989	0.243048	0.242105	125	0
60.016	16:17:58.155	43.462229950	1.272889989	0.243048	0.242105	125	0
60.266	16:17:58.405	43.462229950	1.272889989	0.243048	0.242105	125	0
60.516	16:17:58.655	43.462229950	1.272889989	0.243048	0.242105	125	0
60.766	16:17:58.905	43.462229950	1.272889989	0.243048	0.242105	125	0
61.016	16:17:59.155	43.462229950	1.272889989	0.242857	0.242105	125	0
61.266	16:17:59.405	43.462229950	1.272889989	0.242857	0.242105	125	0
61.516	16:17:59.655	43.462229950	1.272889989	0.242857	0.242105	125	0
61.766	16:17:59.905	43.462229950	1.272889989	0.242857	0.242105	125	0
62.016	16:18:0.155	43.462229950	1.272889989	0.243048	0.242105	125	0
62.266	16:18:0.405	43.462229950	1.272889989	0.243048	0.242105	125	0
62.516	16:18:0.655	43.462229950	1.272889989	0.243048	0.242105	125	0
62.766	16:18:0.905	43.462229950	1.272889989	0.243048	0.242105	125	0
63.016	16:18:1.155	43.462229950	1.272889989	0.242857	0.242105	125	0
63.266	16:18:1.405	43.462229950	1.272889989	0.242857	0.242105	125	0
63.516	16:18:1.655	43.462229950	1.272889989	0.242857	0.242105	125	0
63.766	16:18:1.905	43.462229950	1.272889989	0.242857	0.242105	125	0
64.016	16:18:2.155	43.462229950	1.272889989	0.242857	0.242105	125	0
64.266	16:18:2.405	43.462229950	1.272889989	0.242857	0.242105	125	0
64.516	16:18:2.655	43.462229950	1.272889989	0.242857	0.242105	125	0
64.766	16:18:2.905	43.462229950	1.272889989	0.242857	0.242105	125	0
65.016	16:18:3.155	43.462229950	1.272889989	0.242857	0.242105	125	0
65.266	16:18:3.405	43.462229950	1.272889989	0.242857	0.242105	125	0
65.516	16:18:3.655	43.462229950	1.272889989	0.242857	0.242105	125	0
65.766	16:18:3.905	43.462229950	1.272889989	0.242857	0.242105	125	0
66.016	16:18:4.155	43.462229950	1.272889989	0.243048	0.242105	125	0
66.266	16:18:4.405	43.462229950	1.272889989	0.243048	0.242105	125	0
66.516	16:18:4.655	43.462229950	1.272889989	0.243048	0.242105	125	0
66.766	16:18:4.905	43.462229950	1.272889989	0.243048	0.242105	125	0
67.016	16:18:5.155	43.462229950	1.272889989	0.243048	0.242105	125	0
67.266	16:18:5.405	43.462229950	1.272889989	0.243048	0.242105	125	0
67.516	16:18:5.655	43.462229950	1.272889989	0.243048	0.242105	125	0
67.766	16:18:5.905	43.462229950	1.272889989	0.243048	0.242105	125	0
68.016	16:18:6.155	43.462229950	1.272889989	0.243048	0.242105	125	0
68.266	16:18:6.405	43.462229950	1.272889989	0.243048	0.242105	125	0
68.516	16:18:6.655	43.462229950	1.272889989	0.243048	0.242105	125	0
68.766	16:18:6.905	43.462229950	1.272889989	0.243048	0.242105	125	0
69.016	16:18:7.155	43.462229950	1.272889989	0.242857	0.242105	125	0
69.266	16:18:7.405	43.462229950	1.272889989	0.242857	0.242105	125	0
69.516	16:18:7.655	43.462229950	1.272889989	0.242857	0.242105	125	0
69.766	16:18:7.905	43.462229950	1.272889989	0.242857	0.242105	125	0
70.016	16:18:8.155	43.462229950	1.272889989	0.242857	0.242105	125	0
70.266	16:18:8.405	43.462229950	1.272889989	0.242857	0.242105	125	0
70.516	16:18:8.655	43.462229950	1.272889989	0.242857	0.242105	125	0
70.766	16:18:8.905	43.462229950	1.272889989	0.242857	0.242105	125	0
71.016	16:18:9.155	43.462229950	1.272889989	0.242857	0.242105	125	0
71.266	16:18:9.405	43.462229950	1.272889989	0.242857	0.242105	125	0
71.516	16:18:9.655	43.462229950	1.272889989	0.242857	0.242105	125	0
71.766	16:18:9.905	43.462229950	1.272889989	0.242857	0.242105	125	0
72.016	16:18:10.155	43.462229950	1.272889989	0.242857	0.242105	125	0
72.266	16:18:10.405	43.462229950	1.272889989	0.242857	0.242105	125	0
72.516	16:18:10.655	43.462229950	1.272889989	0.242857	0.242105	125	0
72.766	16:18:10.905	43.462229950	1.272889989	0.242857	0.242105	125	0
73.016	16:18:11.155	43.462229950	1.272889989	0.243048	0.242105	125	0
73.266	16:18:11.405	43.462229950	1.272889989	0.243048	0.242105	125	0
73.516	16:18:11.655	43.462229950	1.272889989	0.243048	0.242105	125	0
73.766	16:18:11.905	43.462229950	1.272889989	0.243048	0.242105	125	0
74.016	16:18:12.155	43.462229950	1.272889989	0.243048	0.242105	125	0
74.266	16:18:12.405	43.462229950	1.272889989	0.243048	0.242105	125	0
74.516	16:18:12.655	43.462229950	1.272889989	0.243048	0.242105	125	0
74.766	16:18:12.905	43.462229950	1.272889989	0.243048	0.242105	125	0
75.016	16:18:13.155	43.462229950	1.272889989	0.243048	0.242105	125	0
75.266	16:18:13.405	43.462229950	1.272889989	0.243048	0.242105	125	0
75.516	16:18:13.655	43.462229950	1.272889989	0.243048	0.242105	125	0
75.766	16:18:13.905	43.462229950	1.272889989	0.243048	0.242105	125	0
76.016	16:18:14.155	43.462229950	1.272889989	0.242857	0.242105	125	0
76.266	16:18:14.405	43.462229950	1.272889989	0.242857	0.242105	125	0
76.516	16:18:14.655	43.462229950	1.272889989	0.242857	0.242105	125	0
76.766	16:18:14.905	43.462229950	1.272889989	0.242857	0.242105	125	0
77.016	16:18:15.155	43.462229950	1.272889989	0.242667	0.242105	125	0
77.266	16:18:15.405	43.462229950	1.272889989	0.242667	0.242105	125	8058
77.516	16:18:15.655	43.462229950	1.272889989	0.242667	0.242105	125	8058
77.766	16:18:15.905	43.462229950	1.272889989	0.242667	0.242105	125	8058
78.016	16:18:16.155	43.462229950	1.272889989	0.7584	0.242105	125	8058
78.266	16:18:16.405	43.462229950	1.272889989	0.7584	0.242105	125	3270
78.516	16:18:16.655	43.462229950	1.272889989	0.7584	0.242105	125	3270
78.766	16:18:16.905	43.462229950	1.272889989	0.7584	0.242105	121	3270
79.016	16:18:17.155	43.462229950	1.272889989	0.7616	0.242105	121	3270
79.266	16:18:17.405	43.462229950	1.272889989	0.7616	0.242105	121	3536
79.516	16:18:17.655	43.462229950	1.272889989	0.7616	0.308884	121	3536
79.766	16:18:17.905	43.462229950	1.272889989	0.7616	0.308884	121	3536
80.016	16:18:18.155	43.462229950	1.272889989	0.6384	0.308884	121	3536
80.266	16:18:18.405	43.462229950	1.272889989	0.6384	0.308884	121	3677
80.516	16:18:18.655	43.462229950	1.272889989	0.6384	0.308884	121	3677
80.766	16:18:18.905	43.462229950	1.272889989	0.6384	0.308884	120	3677
81.016	16:18:19.155	43.462229950	1.272889989	0.5848	0.308884	120	3677
81.266	16:18:19.405	43.462229950	1.272889989	0.5848	0.308884	120	3677
81.516	16:18:19.655	43.462229950	1.272889989	0.5848	0.308884	120	3677
81.766	16:18:19.905	43.462229950	1.272889989	0.5848	0.308884	120	3677
82.016	16:18:20.155	43.462229950	1.272889989	0.548	0.308884	120	3677
82.266	16:18:20.405	43.462229950	1.272889989	0.548	0.308884	120	3561
82.516	16:18:20.655	43.462229950	1.272889989	0.548	0.285559	120	3561
82.766	16:18:20.905	43.462229950	1.272889989	0.548	0.285559	120	3561
83.016	16:18:21.155	43.462229950	1.272889989	0.5	0.285559	120	3561
83.266	16:18:21.405	43.462229950	1.272889989	0.5	0.285559	120	3525
83.516	16:18:21.655	43.462229950	1.272889989	0.5	0.285559	120	3525
83.766	16:18:21.905	43.462229950	1.272889989	0.5	0.285559	120	3525
84.016	16:18:22.155	43.462229950	1.272889989	0.4804	0.285559	120	3525
84.266	16:18:22.405	43.462229950	1.272889989	0.4804	0.285559	120	3615
84.516	16:18:22.655	43.462229950	1.272889989	0.4804	0.285559	120	3615
84.766	16:18:22.905	43.462229950	1.272889989	0.4804	0.285559	120	3615
85.016	16:18:23.155	43.462229950	1.272889989	0.4816	0.285559	120	3615
85.266	16:18:23.405	43.462229950	1.272889989	0.4816	0.285559	120	3531
85.516	16:18:23.655	43.462229950	1.272889989	0.4816	0.279073	120	3531
85.766	16:18:23.905	43.462229950	1.272889989	0.4816	0.279073	120	3531
86.016	16:18:24.155	43.462229950	1.272889989	0.4884	0.279073	120	3531
86.266	16:18:24.405	43.462229950	1.272889989	0.4884	0.279073	120	3581
86.516	16:18:24.655	43.462229950	1.272889989	0.4884	0.279073	120	3581
86.766	16:18:24.905	43.462229950	1.272889989	0.4884	0.279073	120	3581
87.016	16:18:25.155	43.462229950	1.272889989	0.4896	0.279073	120	3581
87.266	16:18:25.405	43.462229950	1.272889989	0.4896	0.279073	120	3620
87.516	16:18:25.655	43.462229950	1.272889989	0.4896	0.279073	120	3620
87.766	16:18:25.905	43.462229950	1.272889989	0.4896	0.279073	120	3620
88.016	16:18:26.155	43.462229950	1.272889989	0.4944	0.279073	120	3620
88.266	16:18:26.405	43.462229950	1.272889989	0.4944	0.279073	120	3607
88.516	16:18:26.655	43.462229950	1.272889989	0.4944	0.290578	120	3607
88.766	16:18:26.905	43.462229950	1.272889989	0.4944	0.290578	119	3607
89.016	16:18:27.155	43.462229950	1.272889989	0.4936	0.290578	119	3607
89.266	16:18:27.405	43.462229950	1.272889989	0.4936	0.290578	119	3615
89.516	16:18:27.655	43.462229950	1.272889989	0.4936	0.290578	119	3615
89.766	16:18:27.905	43.462229950	1.272889989	0.4936	0.290578	119	3615
90.016	16:18:28.155	43.462229950	1.272889989	0.506	0.290578	119	3615
90.266	16:18:28.405	43.462229950	1.272889989	0.506	0.290578	119	3635
90.516	16:18:28.655	43.462229950	1.272889989	0.506	0.290578	119	3635
90.766	16:18:28.905	43.462229950	1.272889989	0.506	0.290578	119	3635
91.016	16:18:29.155	43.462229950	1.272889989	0.504	0.290578	119	3635
91.266	16:18:29.405	43.462229950	1.272889989	0.504	0.290578	119	3697
91.516	16:18:29.655	43.462229950	1.272889989	0.504	0.284451	119	3697
91.766	16:18:29.905	43.462229950	1.272889989	0.504	0.284451	119	3697
92.016	16:18:30.155	43.462229950	1.272889989	0.4756	0.284451	119	3697
92.266	16:18:30.405	43.462229950	1.272889989	0.4756	0.284451	119	3606
92.516	16:18:30.655	43.462229950	1.272889989	0.4756	0.284451	119	3606
92.766	16:18:30.905	43.462229950	1.272889989	0.4756	0.284451	119	3606
93.016	16:18:31.155	43.462229950	1.272889989	0.5096	0.284451	119	3606
93.266	16:18:31.405	43.462229950	1.272889989	0.5096	0.284451	119	3614
93.516	16:18:31.655	43.462229950	1.272889989	0.5096	0.284451	119	3614
93.766	16:18:31.905	43.462229950	1.272889989	0.5096	0.284451	119	3614
94.016	16:18:32.155	43.462229950	1.272889989	0.512	0.284451	119	3614
94.266	16:18:32.405	43.462229950	1.272889989	0.512	0.284451	119	3755
94.516	16:18:32.655	43.462229950	1.272889989	0.512	0.287187	119	3755
94.766	16:18:32.905	43.462229950	1.272889989	0.512	0.287187	119	3755
95.016	16:18:33.155	43.462229950	1.272889989	0.512	0.287187	119	3755
95.266	16:18:33.405	43.462229950	1.272889989	0.512	0.287187	119	3586
95.516	16:18:33.655	43.462229950	1.272889989	0.512	0.287187	119	3586
95.766	16:18:33.905	43.462229950	1.272889989	0.512	0.287187	119	3586
