Time	UTC	GPS_lat(deg)	GPS_long(deg)	FINKEN_IR_ADC:ir_distance	FINKEN_ACTUATORS_MODEL:thrust	ROTORCRAFT_STATUS:vsupply
9.277	15:18:32.209	43.462229950	1.272889989	0.224762	0.271053	114
9.527	15:18:32.459	43.462229950	1.272889989	0.224762	0.271053	114
9.777	15:18:32.709	43.462229950	1.272889989	0.224762	0.271053	114
10.027	15:18:32.959	43.462229950	1.272889989	0.224762	0.271053	114
10.277	15:18:33.209	43.462229950	1.272889989	0.224762	0.271053	114
10.527	15:18:33.459	43.462229950	1.272889989	0.224762	0.271053	114
10.777	15:18:33.709	43.462229950	1.272889989	0.224762	0.271053	114
11.027	15:18:33.959	43.462229950	1.272889989	0.22419	0.271053	114
11.277	15:18:34.209	43.462229950	1.272889989	0.22419	0.271053	114
11.527	15:18:34.459	43.462229950	1.272889989	0.22419	0.271053	114
11.777	15:18:34.709	43.462229950	1.272889989	0.22419	0.271053	114
12.027	15:18:34.959	43.462229950	1.272889989	0.22419	0.271053	114
12.277	15:18:35.209	43.462229950	1.272889989	0.22419	0.271053	114
12.527	15:18:35.459	43.462229950	1.272889989	0.22419	0.271053	114
12.777	15:18:35.709	43.462229950	1.272889989	0.22419	0.271053	114
13.027	15:18:35.959	43.462229950	1.272889989	0.22419	0.271053	114
13.277	15:18:36.209	43.462229950	1.272889989	0.22419	0.271053	114
13.527	15:18:36.459	43.462229950	1.272889989	0.22419	0.271053	114
13.777	15:18:36.709	43.462229950	1.272889989	0.22419	0.271053	114
14.027	15:18:36.959	43.462229950	1.272889989	0.22419	0.271053	114
14.277	15:18:37.209	43.462229950	1.272889989	0.22419	0.271053	114
14.527	15:18:37.459	43.462229950	1.272889989	0.22419	0.271053	114
14.777	15:18:37.709	43.462229950	1.272889989	0.22419	0.271053	114
15.027	15:18:37.959	43.462229950	1.272889989	0.22419	0.271053	114
15.277	15:18:38.209	43.462229950	1.272889989	0.22419	0.271053	114
15.527	15:18:38.459	43.462229950	1.272889989	0.22419	0.271053	114
15.777	15:18:38.709	43.462229950	1.272889989	0.22419	0.271053	114
16.027	15:18:38.959	43.462229950	1.272889989	0.22419	0.271053	114
16.277	15:18:39.209	43.462229950	1.272889989	0.22419	0.271053	114
16.527	15:18:39.459	43.462229950	1.272889989	0.22419	0.271053	114
16.777	15:18:39.709	43.462229950	1.272889989	0.22419	0.271053	114
17.027	15:18:39.959	43.462229950	1.272889989	0.22419	0.271053	114
17.277	15:18:40.209	43.462229950	1.272889989	0.22419	0.271053	114
17.527	15:18:40.459	43.462229950	1.272889989	0.22419	0.271053	114
17.777	15:18:40.709	43.462229950	1.272889989	0.22419	0.271053	114
18.027	15:18:40.959	43.462229950	1.272889989	0.224381	0.271053	114
18.277	15:18:41.209	43.462229950	1.272889989	0.224381	0.271053	114
18.527	15:18:41.459	43.462229950	1.272889989	0.224381	0.271053	114
18.777	15:18:41.709	43.462229950	1.272889989	0.224381	0.271053	114
19.027	15:18:41.959	43.462229950	1.272889989	0.22419	0.271053	114
19.277	15:18:42.209	43.462229950	1.272889989	0.22419	0.271053	114
19.527	15:18:42.459	43.462229950	1.272889989	0.22419	0.271053	114
19.777	15:18:42.709	43.462229950	1.272889989	0.22419	0.271053	114
20.027	15:18:42.959	43.462229950	1.272889989	0.214095	0.271053	114
20.277	15:18:43.209	43.462229950	1.272889989	0.214095	0.271053	114
20.527	15:18:43.459	43.462229950	1.272889989	0.214095	0.271053	114
20.777	15:18:43.709	43.462229950	1.272889989	0.214095	0.271053	114
21.027	15:18:43.959	43.462229950	1.272889989	0.210476	0.271053	114
21.277	15:18:44.209	43.462229950	1.272889989	0.210476	0.271053	114
21.527	15:18:44.459	43.462229950	1.272889989	0.210476	0.271053	114
21.777	15:18:44.709	43.462229950	1.272889989	0.210476	0.271053	114
22.027	15:18:44.959	43.462229950	1.272889989	0.210476	0.271053	114
22.277	15:18:45.209	43.462229950	1.272889989	0.210476	0.271053	114
22.527	15:18:45.459	43.462229950	1.272889989	0.210476	0.271053	114
22.777	15:18:45.709	43.462229950	1.272889989	0.210476	0.271053	114
23.027	15:18:45.959	43.462229950	1.272889989	0.224762	0.271053	114
23.277	15:18:46.209	43.462229950	1.272889989	0.224762	0.271053	114
23.527	15:18:46.459	43.462229950	1.272889989	0.224762	0.271053	114
23.777	15:18:46.709	43.462229950	1.272889989	0.224762	0.271053	114
24.027	15:18:46.959	43.462229950	1.272889989	0.224762	0.271053	114
24.277	15:18:47.209	43.462229950	1.272889989	0.224762	0.271053	114
24.527	15:18:47.459	43.462229950	1.272889989	0.224762	0.271053	114
24.777	15:18:47.709	43.462229950	1.272889989	0.224762	0.271053	114
25.027	15:18:47.959	43.462229950	1.272889989	0.2	0.271053	114
25.277	15:18:48.209	43.462229950	1.272889989	0.2	0.271053	114
25.527	15:18:48.459	43.462229950	1.272889989	0.2	0.271053	114
25.777	15:18:48.709	43.462229950	1.272889989	0.2	0.271053	114
26.027	15:18:48.959	43.462229950	1.272889989	0.364	0.271053	114
26.277	15:18:49.209	43.462229950	1.272889989	0.364	0.271053	114
26.527	15:18:49.459	43.462229950	1.272889989	0.364	0.271053	114
26.777	15:18:49.709	43.462229950	1.272889989	0.364	0.271053	114
27.027	15:18:49.959	43.462229950	1.272889989	0.857143	0.271053	114
27.277	15:18:50.209	43.462229950	1.272889989	0.857143	0.271053	114
27.527	15:18:50.459	43.462229950	1.272889989	0.857143	0.271053	114
27.777	15:18:50.709	43.462229950	1.272889989	0.857143	0.271053	114
28.027	15:18:50.959	43.462229950	1.272889989	1.16	0.271053	114
28.277	15:18:51.209	43.462229950	1.272889989	1.16	0.271053	114
28.527	15:18:51.459	43.462229950	1.272889989	1.16	0.271053	114
28.777	15:18:51.709	43.462229950	1.272889989	1.16	0.271053	114
29.027	15:18:51.959	43.462229950	1.272889989	0.253143	0.271053	114
29.277	15:18:52.209	43.462229950	1.272889989	0.253143	0.271053	114
29.527	15:18:52.459	43.462229950	1.272889989	0.253143	0.271053	114
29.777	15:18:52.709	43.462229950	1.272889989	0.253143	0.271053	114
30.027	15:18:52.959	43.462229950	1.272889989	0.2	0.271053	114
30.277	15:18:53.209	43.462229950	1.272889989	0.2	0.271053	114
30.527	15:18:53.459	43.462229950	1.272889989	0.2	0.271053	114
30.777	15:18:53.709	43.462229950	1.272889989	0.2	0.271053	114
31.027	15:18:53.959	43.462229950	1.272889989	0.2	0.271053	114
31.277	15:18:54.209	43.462229950	1.272889989	0.2	0.271053	114
31.527	15:18:54.459	43.462229950	1.272889989	0.2	0.271053	114
31.777	15:18:54.709	43.462229950	1.272889989	0.2	0.271053	114
32.027	15:18:54.959	43.462229950	1.272889989	0.2	0.271053	114
32.277	15:18:55.209	43.462229950	1.272889989	0.2	0.271053	114
32.527	15:18:55.459	43.462229950	1.272889989	0.2	0.271053	114
32.777	15:18:55.709	43.462229950	1.272889989	0.2	0.271053	114
33.027	15:18:55.959	43.462229950	1.272889989	0.2	0.271053	114
33.277	15:18:56.209	43.462229950	1.272889989	0.242286	0.271053	114
33.527	15:18:56.459	43.462229950	1.272889989	0.242286	0.271053	114
33.777	15:18:56.709	43.462229950	1.272889989	0.242286	0.271053	114
34.027	15:18:56.959	43.462229950	1.272889989	0.242286	0.271053	114
