Time	UTC	GPS_lat(deg)	GPS_long(deg)	FINKEN_ACTUATORS_MODEL:thrust	ROTORCRAFT_STATUS:vsupply
429.474	09:17:40.884	43.462229950	1.272889989	0.244737	124
429.724	09:17:41.134	43.462229950	1.272889989	0.244737	124
429.974	09:17:41.384	43.462229950	1.272889989	0.244737	124
430.224	09:17:41.634	43.462229950	1.272889989	0.244737	124
430.474	09:17:41.884	43.462229950	1.272889989	0.244737	124
430.724	09:17:42.134	43.462229950	1.272889989	0.244737	124
430.974	09:17:42.384	43.462229950	1.272889989	0.244737	124
431.224	09:17:42.634	43.462229950	1.272889989	0.244737	124
431.474	09:17:42.884	43.462229950	1.272889989	0.244737	124
431.724	09:17:43.134	43.462229950	1.272889989	0.244737	124
431.974	09:17:43.384	43.462229950	1.272889989	0.244737	124
432.224	09:17:43.634	43.462229950	1.272889989	0.244737	124
432.474	09:17:43.884	43.462229950	1.272889989	0.244737	124
432.724	09:17:44.134	43.462229950	1.272889989	0.244737	124
432.974	09:17:44.384	43.462229950	1.272889989	0.244737	124
433.224	09:17:44.634	43.462229950	1.272889989	0.244737	124
433.474	09:17:44.884	43.462229950	1.272889989	0.244737	124
433.724	09:17:45.134	43.462229950	1.272889989	0.244737	124
433.974	09:17:45.384	43.462229950	1.272889989	0.244737	124
434.224	09:17:45.634	43.462229950	1.272889989	0.244737	124
434.474	09:17:45.884	43.462229950	1.272889989	0.244737	124
434.724	09:17:46.134	43.462229950	1.272889989	0.244737	124
434.974	09:17:46.384	43.462229950	1.272889989	0.244737	124
435.224	09:17:46.634	43.462229950	1.272889989	0.244737	124
435.474	09:17:46.884	43.462229950	1.272889989	0.244737	124
435.724	09:17:47.134	43.462229950	1.272889989	0.244737	124
435.974	09:17:47.384	43.462229950	1.272889989	0.244737	124
436.224	09:17:47.634	43.462229950	1.272889989	0.244737	124
436.474	09:17:47.884	43.462229950	1.272889989	0.244737	124
436.724	09:17:48.134	43.462229950	1.272889989	0.244737	124
436.974	09:17:48.384	43.462229950	1.272889989	0.244737	124
437.224	09:17:48.634	43.462229950	1.272889989	0.244737	124
437.474	09:17:48.884	43.462229950	1.272889989	0.244737	124
437.724	09:17:49.134	43.462229950	1.272889989	0.244737	124
437.974	09:17:49.384	43.462229950	1.272889989	0.244737	124
438.224	09:17:49.634	43.462229950	1.272889989	0.244737	124
438.474	09:17:49.884	43.462229950	1.272889989	0.244737	124
438.724	09:17:50.134	43.462229950	1.272889989	0.244737	124
438.974	09:17:50.384	43.462229950	1.272889989	0.244737	124
439.224	09:17:50.634	43.462229950	1.272889989	0.244737	124
439.474	09:17:50.884	43.462229950	1.272889989	0.244737	124
439.724	09:17:51.134	43.462229950	1.272889989	0.244737	124
439.974	09:17:51.384	43.462229950	1.272889989	0.244737	124
440.224	09:17:51.634	43.462229950	1.272889989	0.244737	124
440.474	09:17:51.884	43.462229950	1.272889989	0.244737	124
440.724	09:17:52.134	43.462229950	1.272889989	0.244737	124
440.974	09:17:52.384	43.462229950	1.272889989	0.244737	124
441.224	09:17:52.634	43.462229950	1.272889989	0.244737	124
441.474	09:17:52.884	43.462229950	1.272889989	0.244737	124
441.724	09:17:53.134	43.462229950	1.272889989	0.244737	124
441.974	09:17:53.384	43.462229950	1.272889989	0.244737	124
442.224	09:17:53.634	43.462229950	1.272889989	0.244737	124
442.474	09:17:53.884	43.462229950	1.272889989	0.244737	124
442.724	09:17:54.134	43.462229950	1.272889989	0.244737	124
442.974	09:17:54.384	43.462229950	1.272889989	0.244737	124
443.224	09:17:54.634	43.462229950	1.272889989	0.244737	124
443.474	09:17:54.884	43.462229950	1.272889989	0.244737	124
443.724	09:17:55.134	43.462229950	1.272889989	0.244737	124
443.974	09:17:55.384	43.462229950	1.272889989	0.244737	124
444.224	09:17:55.634	43.462229950	1.272889989	0.244737	124
444.474	09:17:55.884	43.462229950	1.272889989	0.244737	124
444.724	09:17:56.134	43.462229950	1.272889989	0.244737	124
444.974	09:17:56.384	43.462229950	1.272889989	0.244737	124
445.224	09:17:56.634	43.462229950	1.272889989	0.244737	124
445.474	09:17:56.884	43.462229950	1.272889989	0.244737	124
445.724	09:17:57.134	43.462229950	1.272889989	0.244737	124
445.974	09:17:57.384	43.462229950	1.272889989	0.244737	124
446.224	09:17:57.634	43.462229950	1.272889989	0.244737	124
446.474	09:17:57.884	43.462229950	1.272889989	0.244737	124
446.724	09:17:58.134	43.462229950	1.272889989	0.244737	124
446.974	09:17:58.384	43.462229950	1.272889989	0.244737	124
447.224	09:17:58.634	43.462229950	1.272889989	0.244737	124
447.474	09:17:58.884	43.462229950	1.272889989	0.244737	124
447.724	09:17:59.134	43.462229950	1.272889989	0.244737	124
447.974	09:17:59.384	43.462229950	1.272889989	0.244737	124
448.224	09:17:59.634	43.462229950	1.272889989	0.244737	124
448.474	09:17:59.884	43.462229950	1.272889989	0.244737	124
448.724	09:18:0.134	43.462229950	1.272889989	0.2	124
448.974	09:18:0.384	43.462229950	1.272889989	0.2	122
449.224	09:18:0.634	43.462229950	1.272889989	0.2	122
449.474	09:18:0.884	43.462229950	1.272889989	0.2	122
449.724	09:18:1.134	43.462229950	1.272889989	0.2	122
449.974	09:18:1.384	43.462229950	1.272889989	0.2	122
450.224	09:18:1.634	43.462229950	1.272889989	0.2	122
450.474	09:18:1.884	43.462229950	1.272889989	0.2	122
450.724	09:18:2.134	43.462229950	1.272889989	0.2	122
450.974	09:18:2.384	43.462229950	1.272889989	0.2	120
451.224	09:18:2.634	43.462229950	1.272889989	0.2	120
451.474	09:18:2.884	43.462229950	1.272889989	0.2	120
451.724	09:18:3.134	43.462229950	1.272889989	0.253541	120
451.974	09:18:3.384	43.462229950	1.272889989	0.253541	120
452.224	09:18:3.634	43.462229950	1.272889989	0.253541	120
452.474	09:18:3.884	43.462229950	1.272889989	0.253541	120
452.724	09:18:4.134	43.462229950	1.272889989	0.253541	120
452.974	09:18:4.384	43.462229950	1.272889989	0.253541	122
453.224	09:18:4.634	43.462229950	1.272889989	0.253541	122
453.474	09:18:4.884	43.462229950	1.272889989	0.253541	122
453.724	09:18:5.134	43.462229950	1.272889989	0.253541	122
453.974	09:18:5.384	43.462229950	1.272889989	0.253541	122
454.224	09:18:5.634	43.462229950	1.272889989	0.253541	122
454.474	09:18:5.884	43.462229950	1.272889989	0.253541	122
454.724	09:18:6.134	43.462229950	1.272889989	0.234273	122
454.974	09:18:6.384	43.462229950	1.272889989	0.234273	122
455.224	09:18:6.634	43.462229950	1.272889989	0.234273	123
455.474	09:18:6.884	43.462229950	1.272889989	0.234273	123
455.724	09:18:7.134	43.462229950	1.272889989	0.234273	123
455.974	09:18:7.384	43.462229950	1.272889989	0.234273	123
456.224	09:18:7.634	43.462229950	1.272889989	0.234273	123
456.474	09:18:7.884	43.462229950	1.272889989	0.234273	123
456.724	09:18:8.134	43.462229950	1.272889989	0.234273	123
456.974	09:18:8.384	43.462229950	1.272889989	0.234273	123
457.224	09:18:8.634	43.462229950	1.272889989	0.234273	123
457.474	09:18:8.884	43.462229950	1.272889989	0.234273	123
457.724	09:18:9.134	43.462229950	1.272889989	0.238107	123
457.974	09:18:9.384	43.462229950	1.272889989	0.238107	123
458.224	09:18:9.634	43.462229950	1.272889989	0.238107	123
458.474	09:18:9.884	43.462229950	1.272889989	0.238107	123
458.724	09:18:10.134	43.462229950	1.272889989	0.238107	123
458.974	09:18:10.384	43.462229950	1.272889989	0.238107	123
459.224	09:18:10.634	43.462229950	1.272889989	0.238107	123
459.474	09:18:10.884	43.462229950	1.272889989	0.238107	123
459.724	09:18:11.134	43.462229950	1.272889989	0.238107	123
459.974	09:18:11.384	43.462229950	1.272889989	0.238107	123
460.224	09:18:11.634	43.462229950	1.272889989	0.238107	123
460.474	09:18:11.884	43.462229950	1.272889989	0.238107	123
460.724	09:18:12.134	43.462229950	1.272889989	0.235551	123
460.974	09:18:12.384	43.462229950	1.272889989	0.235551	123
461.224	09:18:12.634	43.462229950	1.272889989	0.235551	123
461.474	09:18:12.884	43.462229950	1.272889989	0.235551	123
461.724	09:18:13.134	43.462229950	1.272889989	0.235551	123
461.974	09:18:13.384	43.462229950	1.272889989	0.235551	123
462.224	09:18:13.634	43.462229950	1.272889989	0.235551	123
462.474	09:18:13.884	43.462229950	1.272889989	0.235551	123
462.724	09:18:14.134	43.462229950	1.272889989	0.235551	123
462.974	09:18:14.384	43.462229950	1.272889989	0.235551	123
463.224	09:18:14.634	43.462229950	1.272889989	0.235551	123
463.474	09:18:14.884	43.462229950	1.272889989	0.235551	123
463.724	09:18:15.134	43.462229950	1.272889989	0.245057	123
463.974	09:18:15.384	43.462229950	1.272889989	0.245057	123
464.224	09:18:15.634	43.462229950	1.272889989	0.245057	123
464.474	09:18:15.884	43.462229950	1.272889989	0.245057	123
464.724	09:18:16.134	43.462229950	1.272889989	0.245057	123
464.974	09:18:16.384	43.462229950	1.272889989	0.245057	123
465.224	09:18:16.634	43.462229950	1.272889989	0.245057	124
465.474	09:18:16.884	43.462229950	1.272889989	0.245057	124
465.724	09:18:17.134	43.462229950	1.272889989	0.245057	124
465.974	09:18:17.384	43.462229950	1.272889989	0.245057	124
466.224	09:18:17.634	43.462229950	1.272889989	0.245057	124
466.474	09:18:17.884	43.462229950	1.272889989	0.245057	124
466.724	09:18:18.134	43.462229950	1.272889989	0.245981	124
466.974	09:18:18.384	43.462229950	1.272889989	0.245981	124
467.224	09:18:18.634	43.462229950	1.272889989	0.245981	124
467.474	09:18:18.884	43.462229950	1.272889989	0.245981	124
467.724	09:18:19.134	43.462229950	1.272889989	0.245981	124
467.974	09:18:19.384	43.462229950	1.272889989	0.245981	124
468.224	09:18:19.634	43.462229950	1.272889989	0.245981	124
468.474	09:18:19.884	43.462229950	1.272889989	0.245981	124
468.724	09:18:20.134	43.462229950	1.272889989	0.245981	124
468.974	09:18:20.384	43.462229950	1.272889989	0.245981	124
469.224	09:18:20.634	43.462229950	1.272889989	0.245981	124
469.474	09:18:20.884	43.462229950	1.272889989	0.245981	124
469.724	09:18:21.134	43.462229950	1.272889989	0.249576	124
469.974	09:18:21.384	43.462229950	1.272889989	0.249576	124
470.224	09:18:21.634	43.462229950	1.272889989	0.249576	124
470.474	09:18:21.884	43.462229950	1.272889989	0.249576	124
470.724	09:18:22.134	43.462229950	1.272889989	0.249576	124
470.974	09:18:22.384	43.462229950	1.272889989	0.249576	124
471.224	09:18:22.634	43.462229950	1.272889989	0.249576	124
471.474	09:18:22.884	43.462229950	1.272889989	0.249576	124
471.724	09:18:23.134	43.462229950	1.272889989	0.249576	124
471.974	09:18:23.384	43.462229950	1.272889989	0.249576	124
472.224	09:18:23.634	43.462229950	1.272889989	0.249576	124
472.474	09:18:23.884	43.462229950	1.272889989	0.249576	124
472.724	09:18:24.134	43.462229950	1.272889989	0.253132	124
472.974	09:18:24.384	43.462229950	1.272889989	0.253132	124
473.224	09:18:24.634	43.462229950	1.272889989	0.253132	124
473.474	09:18:24.884	43.462229950	1.272889989	0.253132	124
473.724	09:18:25.134	43.462229950	1.272889989	0.253132	124
473.974	09:18:25.384	43.462229950	1.272889989	0.253132	124
474.224	09:18:25.634	43.462229950	1.272889989	0.253132	124
474.474	09:18:25.884	43.462229950	1.272889989	0.253132	124
474.724	09:18:26.134	43.462229950	1.272889989	0.253132	124
474.974	09:18:26.384	43.462229950	1.272889989	0.253132	124
475.224	09:18:26.634	43.462229950	1.272889989	0.253132	124
475.474	09:18:26.884	43.462229950	1.272889989	0.253132	124
475.724	09:18:27.134	43.462229950	1.272889989	0.256688	124
475.974	09:18:27.384	43.462229950	1.272889989	0.256688	124
476.224	09:18:27.634	43.462229950	1.272889989	0.256688	124
476.474	09:18:27.884	43.462229950	1.272889989	0.256688	124
476.724	09:18:28.134	43.462229950	1.272889989	0.256688	124
476.974	09:18:28.384	43.462229950	1.272889989	0.256688	124
477.224	09:18:28.634	43.462229950	1.272889989	0.256688	124
477.474	09:18:28.884	43.462229950	1.272889989	0.256688	124
477.724	09:18:29.134	43.462229950	1.272889989	0.256688	124
477.974	09:18:29.384	43.462229950	1.272889989	0.256688	124
478.224	09:18:29.634	43.462229950	1.272889989	0.256688	124
478.474	09:18:29.884	43.462229950	1.272889989	0.256688	124
478.724	09:18:30.134	43.462229950	1.272889989	0.260283	124
478.974	09:18:30.384	43.462229950	1.272889989	0.260283	124
479.224	09:18:30.634	43.462229950	1.272889989	0.260283	124
479.474	09:18:30.884	43.462229950	1.272889989	0.260283	124
479.724	09:18:31.134	43.462229950	1.272889989	0.260283	124
479.974	09:18:31.384	43.462229950	1.272889989	0.260283	124
480.224	09:18:31.634	43.462229950	1.272889989	0.260283	124
480.474	09:18:31.884	43.462229950	1.272889989	0.260283	124
480.724	09:18:32.134	43.462229950	1.272889989	0.260283	124
480.974	09:18:32.384	43.462229950	1.272889989	0.260283	124
481.224	09:18:32.634	43.462229950	1.272889989	0.260283	124
481.474	09:18:32.884	43.462229950	1.272889989	0.260283	124
481.724	09:18:33.134	43.462229950	1.272889989	0.263839	124
481.974	09:18:33.384	43.462229950	1.272889989	0.263839	124
482.224	09:18:33.634	43.462229950	1.272889989	0.263839	124
482.474	09:18:33.884	43.462229950	1.272889989	0.263839	124
482.724	09:18:34.134	43.462229950	1.272889989	0.263839	124
482.974	09:18:34.384	43.462229950	1.272889989	0.263839	124
483.224	09:18:34.634	43.462229950	1.272889989	0.263839	124
483.474	09:18:34.884	43.462229950	1.272889989	0.263839	124
483.724	09:18:35.134	43.462229950	1.272889989	0.263839	124
483.974	09:18:35.384	43.462229950	1.272889989	0.263839	124
484.224	09:18:35.634	43.462229950	1.272889989	0.263839	124
484.474	09:18:35.884	43.462229950	1.272889989	0.263839	124
484.724	09:18:36.134	43.462229950	1.272889989	0.267434	124
484.974	09:18:36.384	43.462229950	1.272889989	0.267434	124
485.224	09:18:36.634	43.462229950	1.272889989	0.267434	124
485.474	09:18:36.884	43.462229950	1.272889989	0.267434	124
485.724	09:18:37.134	43.462229950	1.272889989	0.267434	124
485.974	09:18:37.384	43.462229950	1.272889989	0.267434	124
486.224	09:18:37.634	43.462229950	1.272889989	0.267434	124
486.474	09:18:37.884	43.462229950	1.272889989	0.267434	124
486.724	09:18:38.134	43.462229950	1.272889989	0.267434	124
486.974	09:18:38.384	43.462229950	1.272889989	0.267434	124
487.224	09:18:38.634	43.462229950	1.272889989	0.267434	124
487.474	09:18:38.884	43.462229950	1.272889989	0.267434	124
487.724	09:18:39.134	43.462229950	1.272889989	0.27099	124
487.974	09:18:39.384	43.462229950	1.272889989	0.27099	124
488.224	09:18:39.634	43.462229950	1.272889989	0.27099	124
488.474	09:18:39.884	43.462229950	1.272889989	0.27099	124
488.724	09:18:40.134	43.462229950	1.272889989	0.27099	124
488.974	09:18:40.384	43.462229950	1.272889989	0.27099	124
489.224	09:18:40.634	43.462229950	1.272889989	0.27099	124
489.474	09:18:40.884	43.462229950	1.272889989	0.27099	124
489.724	09:18:41.134	43.462229950	1.272889989	0.27099	124
489.974	09:18:41.384	43.462229950	1.272889989	0.27099	124
490.224	09:18:41.634	43.462229950	1.272889989	0.27099	124
490.474	09:18:41.884	43.462229950	1.272889989	0.27099	124
490.724	09:18:42.134	43.462229950	1.272889989	0.274546	124
490.974	09:18:42.384	43.462229950	1.272889989	0.274546	124
491.224	09:18:42.634	43.462229950	1.272889989	0.274546	124
491.474	09:18:42.884	43.462229950	1.272889989	0.274546	124
491.724	09:18:43.134	43.462229950	1.272889989	0.274546	124
491.974	09:18:43.384	43.462229950	1.272889989	0.274546	124
492.224	09:18:43.634	43.462229950	1.272889989	0.274546	124
492.474	09:18:43.884	43.462229950	1.272889989	0.274546	124
492.724	09:18:44.134	43.462229950	1.272889989	0.274546	124
492.974	09:18:44.384	43.462229950	1.272889989	0.274546	124
493.224	09:18:44.634	43.462229950	1.272889989	0.274546	124
493.474	09:18:44.884	43.462229950	1.272889989	0.274546	124
493.724	09:18:45.134	43.462229950	1.272889989	0.278141	124
493.974	09:18:45.384	43.462229950	1.272889989	0.278141	124
494.224	09:18:45.634	43.462229950	1.272889989	0.278141	124
494.474	09:18:45.884	43.462229950	1.272889989	0.278141	124
494.724	09:18:46.134	43.462229950	1.272889989	0.278141	124
494.974	09:18:46.384	43.462229950	1.272889989	0.278141	124
495.224	09:18:46.634	43.462229950	1.272889989	0.278141	124
495.474	09:18:46.884	43.462229950	1.272889989	0.278141	124
495.724	09:18:47.134	43.462229950	1.272889989	0.278141	124
495.974	09:18:47.384	43.462229950	1.272889989	0.278141	124
496.224	09:18:47.634	43.462229950	1.272889989	0.278141	124
496.474	09:18:47.884	43.462229950	1.272889989	0.278141	124
496.724	09:18:48.134	43.462229950	1.272889989	0.281697	124
496.974	09:18:48.384	43.462229950	1.272889989	0.281697	124
497.224	09:18:48.634	43.462229950	1.272889989	0.281697	124
497.474	09:18:48.884	43.462229950	1.272889989	0.281697	124
497.724	09:18:49.134	43.462229950	1.272889989	0.281697	124
497.974	09:18:49.384	43.462229950	1.272889989	0.281697	124
498.224	09:18:49.634	43.462229950	1.272889989	0.281697	124
498.474	09:18:49.884	43.462229950	1.272889989	0.281697	124
498.724	09:18:50.134	43.462229950	1.272889989	0.281697	124
498.974	09:18:50.384	43.462229950	1.272889989	0.281697	124
499.224	09:18:50.634	43.462229950	1.272889989	0.281697	124
499.474	09:18:50.884	43.462229950	1.272889989	0.281697	124
499.724	09:18:51.134	43.462229950	1.272889989	0.285252	124
499.974	09:18:51.384	43.462229950	1.272889989	0.285252	124
500.224	09:18:51.634	43.462229950	1.272889989	0.285252	124
500.474	09:18:51.884	43.462229950	1.272889989	0.285252	124
500.724	09:18:52.134	43.462229950	1.272889989	0.285252	124
500.974	09:18:52.384	43.462229950	1.272889989	0.285252	124
501.224	09:18:52.634	43.462229950	1.272889989	0.285252	124
501.474	09:18:52.884	43.462229950	1.272889989	0.285252	124
501.724	09:18:53.134	43.462229950	1.272889989	0.285252	124
501.974	09:18:53.384	43.462229950	1.272889989	0.285252	124
502.224	09:18:53.634	43.462229950	1.272889989	0.285252	124
502.474	09:18:53.884	43.462229950	1.272889989	0.285252	124
502.724	09:18:54.134	43.462229950	1.272889989	0.288848	124
502.974	09:18:54.384	43.462229950	1.272889989	0.288848	124
503.224	09:18:54.634	43.462229950	1.272889989	0.288848	124
503.474	09:18:54.884	43.462229950	1.272889989	0.288848	124
503.724	09:18:55.134	43.462229950	1.272889989	0.288848	124
503.974	09:18:55.384	43.462229950	1.272889989	0.288848	124
504.224	09:18:55.634	43.462229950	1.272889989	0.288848	124
504.474	09:18:55.884	43.462229950	1.272889989	0.288848	124
504.724	09:18:56.134	43.462229950	1.272889989	0.288848	124
504.974	09:18:56.384	43.462229950	1.272889989	0.288848	124
505.224	09:18:56.634	43.462229950	1.272889989	0.288848	124
505.474	09:18:56.884	43.462229950	1.272889989	0.288848	124
505.724	09:18:57.134	43.462229950	1.272889989	0.288848	124
505.974	09:18:57.384	43.462229950	1.272889989	0.288848	124
506.224	09:18:57.634	43.462229950	1.272889989	0.288848	124
506.474	09:18:57.884	43.462229950	1.272889989	0.288848	124
506.724	09:18:58.134	43.462229950	1.272889989	0.288848	124
506.974	09:18:58.384	43.462229950	1.272889989	0.288848	124
507.224	09:18:58.634	43.462229950	1.272889989	0.288848	124
507.474	09:18:58.884	43.462229950	1.272889989	0.288848	124
507.724	09:18:59.134	43.462229950	1.272889989	0.288848	124
507.974	09:18:59.384	43.462229950	1.272889989	0.288848	124
508.224	09:18:59.634	43.462229950	1.272889989	0.288848	124
508.474	09:18:59.884	43.462229950	1.272889989	0.288848	124
508.724	09:19:0.134	43.462229950	1.272889989	0.29596	124
508.974	09:19:0.384	43.462229950	1.272889989	0.29596	124
509.224	09:19:0.634	43.462229950	1.272889989	0.29596	124
509.474	09:19:0.884	43.462229950	1.272889989	0.29596	124
509.724	09:19:1.134	43.462229950	1.272889989	0.29596	124
509.974	09:19:1.384	43.462229950	1.272889989	0.29596	124
510.224	09:19:1.634	43.462229950	1.272889989	0.29596	124
510.474	09:19:1.884	43.462229950	1.272889989	0.29596	124
510.724	09:19:2.134	43.462229950	1.272889989	0.29596	124
510.974	09:19:2.384	43.462229950	1.272889989	0.29596	124
511.224	09:19:2.634	43.462229950	1.272889989	0.29596	124
511.474	09:19:2.884	43.462229950	1.272889989	0.29596	124
511.724	09:19:3.134	43.462229950	1.272889989	0.299555	124
511.974	09:19:3.384	43.462229950	1.272889989	0.299555	124
512.224	09:19:3.634	43.462229950	1.272889989	0.299555	124
512.474	09:19:3.884	43.462229950	1.272889989	0.299555	124
512.724	09:19:4.134	43.462229950	1.272889989	0.299555	124
512.974	09:19:4.384	43.462229950	1.272889989	0.299555	124
513.224	09:19:4.634	43.462229950	1.272889989	0.299555	124
513.474	09:19:4.884	43.462229950	1.272889989	0.299555	124
513.724	09:19:5.134	43.462229950	1.272889989	0.299555	124
513.974	09:19:5.384	43.462229950	1.272889989	0.299555	124
514.224	09:19:5.634	43.462229950	1.272889989	0.299555	124
514.474	09:19:5.884	43.462229950	1.272889989	0.299555	124
514.724	09:19:6.134	43.462229950	1.272889989	0.303111	124
514.974	09:19:6.384	43.462229950	1.272889989	0.303111	124
515.224	09:19:6.634	43.462229950	1.272889989	0.303111	124
515.474	09:19:6.884	43.462229950	1.272889989	0.303111	124
515.724	09:19:7.134	43.462229950	1.272889989	0.303111	124
515.974	09:19:7.384	43.462229950	1.272889989	0.303111	124
516.224	09:19:7.634	43.462229950	1.272889989	0.303111	124
516.474	09:19:7.884	43.462229950	1.272889989	0.303111	124
516.724	09:19:8.134	43.462229950	1.272889989	0.303111	124
516.974	09:19:8.384	43.462229950	1.272889989	0.303111	124
517.224	09:19:8.634	43.462229950	1.272889989	0.303111	124
517.474	09:19:8.884	43.462229950	1.272889989	0.303111	124
517.724	09:19:9.134	43.462229950	1.272889989	0.306667	124
517.974	09:19:9.384	43.462229950	1.272889989	0.306667	124
518.224	09:19:9.634	43.462229950	1.272889989	0.306667	124
518.474	09:19:9.884	43.462229950	1.272889989	0.306667	124
518.724	09:19:10.134	43.462229950	1.272889989	0.306667	124
518.974	09:19:10.384	43.462229950	1.272889989	0.306667	124
519.224	09:19:10.634	43.462229950	1.272889989	0.306667	124
519.474	09:19:10.884	43.462229950	1.272889989	0.306667	124
519.724	09:19:11.134	43.462229950	1.272889989	0.306667	124
519.974	09:19:11.384	43.462229950	1.272889989	0.306667	124
520.224	09:19:11.634	43.462229950	1.272889989	0.306667	124
520.474	09:19:11.884	43.462229950	1.272889989	0.306667	124
520.724	09:19:12.134	43.462229950	1.272889989	0.310263	124
520.974	09:19:12.384	43.462229950	1.272889989	0.310263	124
521.224	09:19:12.634	43.462229950	1.272889989	0.310263	124
521.474	09:19:12.884	43.462229950	1.272889989	0.310263	124
521.724	09:19:13.134	43.462229950	1.272889989	0.310263	124
521.974	09:19:13.384	43.462229950	1.272889989	0.310263	124
522.224	09:19:13.634	43.462229950	1.272889989	0.310263	124
522.474	09:19:13.884	43.462229950	1.272889989	0.310263	124
522.724	09:19:14.134	43.462229950	1.272889989	0.310263	124
522.974	09:19:14.384	43.462229950	1.272889989	0.310263	124
523.224	09:19:14.634	43.462229950	1.272889989	0.310263	124
523.474	09:19:14.884	43.462229950	1.272889989	0.310263	124
523.724	09:19:15.134	43.462229950	1.272889989	0.313819	124
523.974	09:19:15.384	43.462229950	1.272889989	0.313819	124
524.224	09:19:15.634	43.462229950	1.272889989	0.313819	124
524.474	09:19:15.884	43.462229950	1.272889989	0.313819	124
524.724	09:19:16.134	43.462229950	1.272889989	0.313819	124
524.974	09:19:16.384	43.462229950	1.272889989	0.313819	124
525.224	09:19:16.634	43.462229950	1.272889989	0.313819	124
525.474	09:19:16.884	43.462229950	1.272889989	0.313819	124
525.724	09:19:17.134	43.462229950	1.272889989	0.313819	124
525.974	09:19:17.384	43.462229950	1.272889989	0.313819	124
526.224	09:19:17.634	43.462229950	1.272889989	0.313819	124
526.474	09:19:17.884	43.462229950	1.272889989	0.313819	124
526.724	09:19:18.134	43.462229950	1.272889989	0.317375	124
526.974	09:19:18.384	43.462229950	1.272889989	0.317375	124
527.224	09:19:18.634	43.462229950	1.272889989	0.317375	124
527.474	09:19:18.884	43.462229950	1.272889989	0.317375	124
527.724	09:19:19.134	43.462229950	1.272889989	0.317375	124
527.974	09:19:19.384	43.462229950	1.272889989	0.317375	124
528.224	09:19:19.634	43.462229950	1.272889989	0.317375	124
528.474	09:19:19.884	43.462229950	1.272889989	0.317375	124
528.724	09:19:20.134	43.462229950	1.272889989	0.317375	124
528.974	09:19:20.384	43.462229950	1.272889989	0.317375	124
529.224	09:19:20.634	43.462229950	1.272889989	0.317375	124
529.474	09:19:20.884	43.462229950	1.272889989	0.317375	124
529.724	09:19:21.134	43.462229950	1.272889989	0.32097	124
529.974	09:19:21.384	43.462229950	1.272889989	0.32097	124
530.224	09:19:21.634	43.462229950	1.272889989	0.32097	124
530.474	09:19:21.884	43.462229950	1.272889989	0.32097	124
530.724	09:19:22.134	43.462229950	1.272889989	0.32097	124
530.974	09:19:22.384	43.462229950	1.272889989	0.32097	124
531.224	09:19:22.634	43.462229950	1.272889989	0.32097	124
531.474	09:19:22.884	43.462229950	1.272889989	0.32097	124
531.724	09:19:23.134	43.462229950	1.272889989	0.32097	124
531.974	09:19:23.384	43.462229950	1.272889989	0.32097	124
532.224	09:19:23.634	43.462229950	1.272889989	0.32097	124
532.474	09:19:23.884	43.462229950	1.272889989	0.32097	124
532.724	09:19:24.134	43.462229950	1.272889989	0.32097	124
532.974	09:19:24.384	43.462229950	1.272889989	0.324526	124
533.224	09:19:24.634	43.462229950	1.272889989	0.324526	124
533.474	09:19:24.884	43.462229950	1.272889989	0.324526	124
533.724	09:19:25.134	43.462229950	1.272889989	0.324526	124
533.974	09:19:25.384	43.462229950	1.272889989	0.324526	124
534.224	09:19:25.634	43.462229950	1.272889989	0.324526	124
534.474	09:19:25.884	43.462229950	1.272889989	0.324526	124
534.724	09:19:26.134	43.462229950	1.272889989	0.324526	124
534.974	09:19:26.384	43.462229950	1.272889989	0.324526	124
535.224	09:19:26.634	43.462229950	1.272889989	0.324526	124
535.474	09:19:26.884	43.462229950	1.272889989	0.324526	124
535.724	09:19:27.134	43.462229950	1.272889989	0.328122	124
535.974	09:19:27.384	43.462229950	1.272889989	0.328122	124
536.224	09:19:27.634	43.462229950	1.272889989	0.328122	124
536.474	09:19:27.884	43.462229950	1.272889989	0.328122	124
536.724	09:19:28.134	43.462229950	1.272889989	0.328122	124
536.974	09:19:28.384	43.462229950	1.272889989	0.328122	124
537.224	09:19:28.634	43.462229950	1.272889989	0.328122	124
537.474	09:19:28.884	43.462229950	1.272889989	0.328122	124
537.724	09:19:29.134	43.462229950	1.272889989	0.328122	124
537.974	09:19:29.384	43.462229950	1.272889989	0.328122	124
538.224	09:19:29.634	43.462229950	1.272889989	0.328122	124
538.474	09:19:29.884	43.462229950	1.272889989	0.328122	124
538.724	09:19:30.134	43.462229950	1.272889989	0.331678	124
538.974	09:19:30.384	43.462229950	1.272889989	0.331678	124
539.224	09:19:30.634	43.462229950	1.272889989	0.331678	124
539.474	09:19:30.884	43.462229950	1.272889989	0.331678	124
539.724	09:19:31.134	43.462229950	1.272889989	0.331678	124
539.974	09:19:31.384	43.462229950	1.272889989	0.331678	124
540.224	09:19:31.634	43.462229950	1.272889989	0.331678	124
540.474	09:19:31.884	43.462229950	1.272889989	0.331678	124
540.724	09:19:32.134	43.462229950	1.272889989	0.331678	124
540.974	09:19:32.384	43.462229950	1.272889989	0.331678	124
541.224	09:19:32.634	43.462229950	1.272889989	0.331678	124
541.474	09:19:32.884	43.462229950	1.272889989	0.331678	124
