Time	UTC	GPS_lat(deg)	GPS_long(deg)	FINKEN_IR_ADC:ir_distance	FINKEN_ACTUATORS_MODEL:thrust	ROTORCRAFT_STATUS:vsupply	ROTORCRAFT_FP:thrust
33.858	13:59:40.715	43.462229950	1.272889989	0.251238	0.239474	126	0
34.108	13:59:40.965	43.462229950	1.272889989	0.246286	0.239474	126	0
34.358	13:59:41.215	43.462229950	1.272889989	0.246286	0.239474	126	0
34.608	13:59:41.465	43.462229950	1.272889989	0.246286	0.239474	126	0
34.858	13:59:41.715	43.462229950	1.272889989	0.246286	0.239474	126	0
35.108	13:59:41.965	43.462229950	1.272889989	0.245333	0.239474	126	0
35.358	13:59:42.215	43.462229950	1.272889989	0.245333	0.239474	126	0
35.608	13:59:42.465	43.462229950	1.272889989	0.245333	0.239474	126	0
35.858	13:59:42.715	43.462229950	1.272889989	0.245333	0.239474	126	0
36.108	13:59:42.965	43.462229950	1.272889989	0.245333	0.239474	126	0
36.358	13:59:43.215	43.462229950	1.272889989	0.245333	0.239474	126	0
36.608	13:59:43.465	43.462229950	1.272889989	0.245333	0.239474	126	0
36.858	13:59:43.715	43.462229950	1.272889989	0.245333	0.239474	126	0
37.108	13:59:43.965	43.462229950	1.272889989	0.245143	0.239474	126	0
37.358	13:59:44.215	43.462229950	1.272889989	0.245143	0.239474	126	0
37.608	13:59:44.465	43.462229950	1.272889989	0.245143	0.239474	126	0
37.858	13:59:44.715	43.462229950	1.272889989	0.245143	0.239474	126	0
38.108	13:59:44.965	43.462229950	1.272889989	0.241524	0.239474	126	0
38.358	13:59:45.215	43.462229950	1.272889989	0.241524	0.239474	126	0
38.608	13:59:45.465	43.462229950	1.272889989	0.241524	0.239474	126	0
38.858	13:59:45.715	43.462229950	1.272889989	0.241524	0.239474	126	0
39.108	13:59:45.965	43.462229950	1.272889989	0.245905	0.239474	126	0
39.358	13:59:46.215	43.462229950	1.272889989	0.245905	0.239474	126	0
39.608	13:59:46.465	43.462229950	1.272889989	0.245905	0.239474	126	0
39.858	13:59:46.715	43.462229950	1.272889989	0.245905	0.239474	126	0
40.108	13:59:46.965	43.462229950	1.272889989	0.24381	0.239474	126	0
40.358	13:59:47.215	43.462229950	1.272889989	0.24381	0.239474	126	0
40.608	13:59:47.465	43.462229950	1.272889989	0.24381	0.239474	126	0
40.858	13:59:47.715	43.462229950	1.272889989	0.24381	0.239474	126	0
41.108	13:59:47.965	43.462229950	1.272889989	0.242476	0.239474	126	0
41.358	13:59:48.215	43.462229950	1.272889989	0.242476	0.239474	126	0
41.608	13:59:48.465	43.462229950	1.272889989	0.242476	0.239474	126	0
41.858	13:59:48.715	43.462229950	1.272889989	0.242476	0.239474	126	0
42.108	13:59:48.965	43.462229950	1.272889989	0.242667	0.239474	126	0
42.358	13:59:49.215	43.462229950	1.272889989	0.242667	0.239474	126	0
42.608	13:59:49.465	43.462229950	1.272889989	0.242667	0.239474	126	0
42.858	13:59:49.715	43.462229950	1.272889989	0.242667	0.239474	126	0
43.108	13:59:49.965	43.462229950	1.272889989	0.242476	0.239474	126	0
43.358	13:59:50.215	43.462229950	1.272889989	0.242476	0.239474	126	0
43.608	13:59:50.465	43.462229950	1.272889989	0.242476	0.239474	126	0
43.858	13:59:50.715	43.462229950	1.272889989	0.242476	0.239474	126	0
44.108	13:59:50.965	43.462229950	1.272889989	0.242476	0.239474	126	0
44.358	13:59:51.215	43.462229950	1.272889989	0.242476	0.239474	126	0
44.608	13:59:51.465	43.462229950	1.272889989	0.242476	0.239474	126	0
44.858	13:59:51.715	43.462229950	1.272889989	0.242476	0.239474	126	0
45.108	13:59:51.965	43.462229950	1.272889989	0.242857	0.239474	126	0
45.358	13:59:52.215	43.462229950	1.272889989	0.242857	0.239474	126	0
45.608	13:59:52.465	43.462229950	1.272889989	0.242857	0.239474	126	0
45.858	13:59:52.715	43.462229950	1.272889989	0.242857	0.239474	126	0
46.108	13:59:52.965	43.462229950	1.272889989	0.242667	0.239474	126	0
46.358	13:59:53.215	43.462229950	1.272889989	0.242667	0.239474	126	0
46.608	13:59:53.465	43.462229950	1.272889989	0.242667	0.239474	126	0
46.858	13:59:53.715	43.462229950	1.272889989	0.242667	0.239474	126	0
